epoch,step,train_loss,val_loss
0,283,,0.5564508438110352
0,283,0.7456079125404358,
1,567,,0.5177103281021118
1,567,0.5777888894081116,
2,851,,0.4550756514072418
2,851,0.5129116177558899,
3,1135,,0.4249788522720337
3,1135,0.48741117119789124,
4,1419,,0.4303407371044159
4,1419,0.4553984999656677,
5,1703,,0.4224439859390259
5,1703,0.4316839873790741,
6,1987,,0.4107044041156769
6,1987,0.42731088399887085,
7,2271,,0.4125979244709015
7,2271,0.4102211892604828,
8,2555,,0.40634724497795105
8,2555,0.3980676233768463,
9,2839,,0.4073748290538788
9,2839,0.39682504534721375,
10,3123,,0.40246012806892395
10,3123,0.3958829343318939,
11,3407,,0.37403127551078796
11,3407,0.38930535316467285,
12,3691,,0.38703998923301697
12,3691,0.38069477677345276,
13,3975,,0.40562760829925537
13,3975,0.3755486011505127,
14,4259,,0.36960744857788086
14,4259,0.3646334409713745,
15,4543,,0.39166125655174255
15,4543,0.36680686473846436,
16,4827,,0.38461050391197205
16,4827,0.3631388247013092,
17,5111,,0.3780152201652527
17,5111,0.3533926010131836,
18,5395,,0.37269753217697144
18,5395,0.35511514544487,
19,5679,,0.35026270151138306
19,5679,0.3179123103618622,
20,5963,,0.3536908030509949
20,5963,0.30356302857398987,
21,6247,,0.35538652539253235
21,6247,0.3059782385826111,
22,6531,,0.3550302982330322
22,6531,0.29811713099479675,
23,6815,,0.35181254148483276
23,6815,0.29269474744796753,
24,7099,,0.3337002396583557
24,7099,0.278391569852829,
25,7383,,0.3399232029914856
25,7383,0.26255208253860474,
26,7667,,0.33545345067977905
26,7667,0.26009324193000793,
27,7951,,0.3379787802696228
27,7951,0.25700265169143677,
28,8235,,0.3393237292766571
28,8235,0.24654731154441833,
29,8519,,0.3335658013820648
29,8519,0.2367795705795288,
30,8803,,0.32685530185699463
30,8803,0.23132722079753876,
31,9087,,0.33333513140678406
31,9087,0.22641466557979584,
32,9371,,0.3351419270038605
32,9371,0.22740522027015686,
33,9655,,0.33264413475990295
33,9655,0.22522884607315063,
34,9939,,0.32812005281448364
34,9939,0.22289662063121796,
35,10223,,0.3274264335632324
35,10223,0.2173341065645218,
36,10507,,0.32413873076438904
36,10507,0.21929898858070374,
37,10791,,0.3272683024406433
37,10791,0.2118023931980133,
38,11075,,0.3244260847568512
38,11075,0.21175943315029144,
39,11359,,0.3206517994403839
39,11359,0.21146082878112793,
40,11643,,0.32160741090774536
40,11643,0.20820236206054688,
41,11927,,0.3199414014816284
41,11927,0.20284399390220642,
42,12211,,0.327764630317688
42,12211,0.20536774396896362,
43,12495,,0.32415902614593506
43,12495,0.20112018287181854,
44,12779,,0.3231384754180908
44,12779,0.2027643769979477,
45,13063,,0.322786420583725
45,13063,0.20153993368148804,
46,13347,,0.32188040018081665
46,13347,0.19316169619560242,
47,13631,,0.318835973739624
47,13631,0.20031550526618958,
48,13915,,0.32378342747688293
48,13915,0.19210398197174072,
49,14199,,0.3186778128147125
49,14199,0.19043566286563873,
50,14483,,0.3226744830608368
50,14483,0.19430257380008698,
51,14767,,0.31974950432777405
51,14767,0.18824096024036407,
52,15051,,0.3243986666202545
52,15051,0.1886441856622696,
53,15335,,0.3190271854400635
53,15335,0.192940354347229,
54,15619,,0.32197606563568115
54,15619,0.18985794484615326,
55,15903,,0.318373441696167
55,15903,0.1914958357810974,
56,16187,,0.31931018829345703
56,16187,0.18513751029968262,
57,16471,,0.3161342144012451
57,16471,0.19592422246932983,
58,16755,,0.31745100021362305
58,16755,0.18722671270370483,
59,17039,,0.3159386217594147
59,17039,0.19268569350242615,
60,17323,,0.32071855664253235
60,17323,0.18703879415988922,
61,17607,,0.31648674607276917
61,17607,0.1891716867685318,
62,17891,,0.3236009180545807
62,17891,0.1841254085302353,
63,18175,,0.3217235505580902
63,18175,0.19170570373535156,
64,18459,,0.3180030286312103
64,18459,0.18754339218139648,
65,18743,,0.3194490969181061
65,18743,0.1814497858285904,
66,19027,,0.3248174488544464
66,19027,0.187427818775177,
67,19311,,0.3194011449813843
67,19311,0.18596307933330536,
68,19595,,0.3171626627445221
68,19595,0.18973961472511292,
69,19879,,0.3199402391910553
69,19879,0.18559852242469788,
