epoch,step,train_loss,val_loss
0,283,,0.48099076747894287
0,283,0.6646997928619385,
1,567,,0.45261913537979126
1,567,0.4935826063156128,
2,851,,0.4381859302520752
2,851,0.4381312131881714,
3,1135,,0.44185906648635864
3,1135,0.40165606141090393,
4,1419,,0.4282792806625366
4,1419,0.3847103416919708,
5,1703,,0.43325892090797424
5,1703,0.3597981631755829,
6,1987,,0.413291871547699
6,1987,0.3464571535587311,
7,2271,,0.4049684703350067
7,2271,0.3334909975528717,
8,2555,,0.3901880085468292
8,2555,0.3244662284851074,
9,2839,,0.41488948464393616
9,2839,0.31340715289115906,
10,3123,,0.3866400718688965
10,3123,0.31348487734794617,
11,3407,,0.3869825303554535
11,3407,0.3004061281681061,
12,3691,,0.39168235659599304
12,3691,0.29642024636268616,
13,3975,,0.3842832148075104
13,3975,0.29524049162864685,
14,4259,,0.3892579674720764
14,4259,0.28304338455200195,
15,4543,,0.4016920328140259
15,4543,0.28786608576774597,
16,4827,,0.3984498083591461
16,4827,0.27430459856987,
17,5111,,0.39207056164741516
17,5111,0.27626264095306396,
18,5395,,0.3611903786659241
18,5395,0.23700745403766632,
19,5679,,0.35983437299728394
19,5679,0.2275628000497818,
20,5963,,0.38073617219924927
20,5963,0.22225868701934814,
21,6247,,0.37123343348503113
21,6247,0.2182382047176361,
22,6531,,0.3649846911430359
22,6531,0.21311365067958832,
23,6815,,0.37656843662261963
23,6815,0.2174842357635498,
24,7099,,0.3583333194255829
24,7099,0.1941906362771988,
25,7383,,0.36413711309432983
25,7383,0.18358352780342102,
26,7667,,0.3543790280818939
26,7667,0.18098768591880798,
27,7951,,0.3559097349643707
27,7951,0.17749357223510742,
28,8235,,0.36338838934898376
28,8235,0.17902137339115143,
29,8519,,0.3563411831855774
29,8519,0.1763097196817398,
30,8803,,0.3603212833404541
30,8803,0.1794452667236328,
31,9087,,0.35427409410476685
31,9087,0.16166512668132782,
32,9371,,0.3577573001384735
32,9371,0.15931980311870575,
33,9655,,0.3564225733280182
33,9655,0.16120560467243195,
34,9939,,0.35161417722702026
34,9939,0.15423695743083954,
35,10223,,0.3509804308414459
35,10223,0.15943965315818787,
36,10507,,0.3537241816520691
36,10507,0.15462607145309448,
37,10791,,0.34801462292671204
37,10791,0.1505756825208664,
38,11075,,0.3622298836708069
38,11075,0.14986169338226318,
39,11359,,0.3489251136779785
39,11359,0.1462748795747757,
40,11643,,0.35376009345054626
40,11643,0.15182699263095856,
41,11927,,0.35394567251205444
41,11927,0.14516961574554443,
42,12211,,0.35861265659332275
42,12211,0.14145582914352417,
43,12495,,0.3518899083137512
43,12495,0.1312495768070221,
44,12779,,0.3574634790420532
44,12779,0.13979145884513855,
45,13063,,0.3619588613510132
45,13063,0.1373019963502884,
46,13347,,0.3491057753562927
46,13347,0.13480211794376373,
47,13631,,0.3529480993747711
47,13631,0.13285768032073975,
