epoch,step,train_loss,val_loss
29,8349,0.4211510717868805,
29,8399,0.2392798364162445,
29,8449,0.17300954461097717,
29,8499,0.1854945570230484,
29,8519,,0.3795192837715149
30,8549,0.3011553883552551,
30,8599,0.12336578220129013,
30,8649,0.19239608943462372,
30,8699,0.214058518409729,
30,8749,0.323022723197937,
30,8799,0.251102089881897,
30,8803,,0.4151337444782257
31,8849,0.16595914959907532,
31,8899,0.2271578311920166,
31,8949,0.21780888736248016,
31,8999,0.24707017838954926,
31,9049,0.18245097994804382,
31,9087,,0.3783146142959595
32,9099,0.28066539764404297,
32,9149,0.20390361547470093,
32,9199,0.1694614440202713,
32,9249,0.2587031126022339,
32,9299,0.1384478360414505,
32,9349,0.1657850444316864,
32,9371,,0.3760969042778015
33,9399,0.1605510711669922,
33,9449,0.22236421704292297,
33,9499,0.2493118792772293,
33,9549,0.2993757724761963,
33,9599,0.19777649641036987,
33,9649,0.17924422025680542,
33,9655,,0.3763158321380615
34,9699,0.16337423026561737,
34,9749,0.14544212818145752,
34,9799,0.16584092378616333,
34,9849,0.3122437298297882,
34,9899,0.15426400303840637,
34,9939,,0.3699530065059662
35,9949,0.09126026183366776,
35,9999,0.2380148470401764,
35,10049,0.430839478969574,
35,10099,0.3206765055656433,
35,10149,0.18072658777236938,
35,10199,0.22105170786380768,
35,10223,,0.3766920864582062
36,10249,0.2650868892669678,
36,10299,0.34443238377571106,
36,10349,0.22677993774414062,
36,10399,0.28546786308288574,
36,10449,0.14078880846500397,
36,10499,0.3898434638977051,
36,10507,,0.3702591359615326
37,10549,0.29887285828590393,
37,10599,0.11891540884971619,
37,10649,0.11541454493999481,
37,10699,0.1503961682319641,
37,10749,0.17348144948482513,
37,10791,,0.37439388036727905
38,10799,0.2779030501842499,
38,10849,0.18064899742603302,
38,10899,0.11047574877738953,
38,10949,0.29654210805892944,
38,10999,0.17749685049057007,
38,11049,0.1411958485841751,
38,11075,,0.36702126264572144
39,11099,0.12754034996032715,
39,11149,0.1458805501461029,
39,11199,0.1546633243560791,
39,11249,0.09979027509689331,
39,11299,0.15291820466518402,
39,11349,0.191456139087677,
39,11359,,0.36736828088760376
40,11399,0.12078312039375305,
40,11449,0.12304022163152695,
40,11499,0.12977364659309387,
40,11549,0.15703725814819336,
40,11599,0.29870176315307617,
40,11643,,0.36053666472435
41,11649,0.25840723514556885,
41,11699,0.11736628413200378,
41,11749,0.24419990181922913,
41,11799,0.24118663370609283,
41,11849,0.2647128403186798,
41,11899,0.19797223806381226,
41,11927,,0.38358739018440247
42,11949,0.11423233896493912,
42,11999,0.11747132241725922,
42,12049,0.14766228199005127,
42,12099,0.17549963295459747,
42,12149,0.08314600586891174,
42,12199,0.2498253881931305,
42,12211,,0.3722229301929474
43,12249,0.20202310383319855,
43,12299,0.2051078826189041,
43,12349,0.1268182396888733,
43,12399,0.13533493876457214,
43,12449,0.20721039175987244,
43,12495,,0.36894091963768005
44,12499,0.14553987979888916,
44,12549,0.2285042554140091,
44,12599,0.19018526375293732,
44,12649,0.2103748917579651,
44,12699,0.17109787464141846,
44,12749,0.09803506731987,
44,12779,,0.36872515082359314
45,12799,0.12012973427772522,
45,12849,0.12474304437637329,
45,12899,0.22290176153182983,
45,12949,0.11831890046596527,
45,12999,0.2244415283203125,
45,13049,0.3365546464920044,
45,13063,,0.35235753655433655
46,13099,0.13632537424564362,
46,13149,0.12850409746170044,
46,13199,0.17810046672821045,
46,13249,0.19214347004890442,
46,13299,0.21142566204071045,
46,13347,,0.3597560226917267
47,13349,0.08362817019224167,
47,13399,0.20336562395095825,
47,13449,0.4060914218425751,
47,13499,0.2328883856534958,
47,13549,0.1585373878479004,
47,13599,0.1851492077112198,
47,13631,,0.3595847189426422
48,13649,0.2223953753709793,
48,13699,0.23192238807678223,
48,13749,0.1354256421327591,
48,13799,0.09066390991210938,
48,13849,0.2603054642677307,
48,13899,0.08526389300823212,
48,13915,,0.3625771701335907
49,13949,0.26981645822525024,
49,13999,0.15876635909080505,
49,14049,0.1959361433982849,
49,14099,0.15157721936702728,
49,14149,0.09792089462280273,
49,14199,0.28364452719688416,
49,14199,,0.3641449511051178
50,14249,0.12492498755455017,
50,14299,0.10186518728733063,
50,14349,0.09008365869522095,
50,14399,0.08554050326347351,
50,14449,0.08615025132894516,
50,14483,,0.3681360185146332
51,14499,0.1372150033712387,
51,14549,0.14970746636390686,
51,14599,0.11032935976982117,
51,14649,0.15821000933647156,
51,14699,0.14177249372005463,
51,14749,0.07299165427684784,
51,14767,,0.3555131256580353
52,14799,0.09118834137916565,
52,14849,0.0652698278427124,
52,14899,0.2054610252380371,
52,14949,0.1715535670518875,
52,14999,0.09357491135597229,
52,15049,0.18110385537147522,
52,15051,,0.35477858781814575
53,15099,0.1269514262676239,
53,15149,0.1791856586933136,
53,15199,0.13789281249046326,
53,15249,0.09333987534046173,
53,15299,0.2211371213197708,
53,15335,,0.35362279415130615
54,15349,0.09411247074604034,
54,15399,0.15477941930294037,
54,15449,0.24145027995109558,
54,15499,0.15912297368049622,
54,15549,0.15784099698066711,
54,15599,0.11044754087924957,
54,15619,,0.3507067561149597
55,15649,0.15358668565750122,
55,15699,0.1611543893814087,
55,15749,0.08261878043413162,
55,15799,0.08729666471481323,
55,15849,0.3417048454284668,
55,15899,0.19347485899925232,
55,15903,,0.35690948367118835
56,15949,0.15407374501228333,
56,15999,0.11388138681650162,
56,16049,0.11133205890655518,
56,16099,0.11927080154418945,
56,16149,0.16248178482055664,
56,16187,,0.35977545380592346
57,16199,0.12192927300930023,
57,16249,0.09123942255973816,
57,16299,0.1250298023223877,
57,16349,0.11083626747131348,
57,16399,0.09619157016277313,
57,16449,0.056336816400289536,
57,16471,,0.35771632194519043
58,16499,0.1249983087182045,
58,16549,0.09244471788406372,
58,16599,0.22385403513908386,
58,16649,0.05887981504201889,
58,16699,0.0982515811920166,
58,16749,0.14501778781414032,
58,16755,,0.35245853662490845
59,16799,0.24138443171977997,
59,16849,0.08693771809339523,
59,16899,0.10860402882099152,
59,16949,0.15642046928405762,
59,16999,0.175077423453331,
59,17039,,0.357841432094574
60,17049,0.19098077714443207,
60,17099,0.13659900426864624,
60,17149,0.15342450141906738,
60,17199,0.0646226555109024,
60,17249,0.07908330857753754,
60,17299,0.14896734058856964,
60,17323,,0.35121315717697144
61,17349,0.16369369626045227,
61,17399,0.12435289472341537,
61,17449,0.0963866338133812,
61,17499,0.1145329624414444,
61,17549,0.1026085615158081,
61,17599,0.08186055719852448,
61,17607,,0.3468109369277954
62,17649,0.13269630074501038,
62,17699,0.09245668351650238,
62,17749,0.15568670630455017,
62,17799,0.20490923523902893,
62,17849,0.09867505729198456,
62,17891,,0.3592797517776489
63,17899,0.13407279551029205,
63,17949,0.11562509089708328,
63,17999,0.1306668519973755,
63,18049,0.1030091643333435,
63,18099,0.2087777853012085,
63,18149,0.11609728634357452,
63,18175,,0.36258044838905334
64,18199,0.09912613779306412,
64,18249,0.08125554770231247,
64,18299,0.06309632956981659,
64,18349,0.30586883425712585,
64,18399,0.11579146981239319,
64,18449,0.18784593045711517,
64,18459,,0.3574751615524292
65,18499,0.21820490062236786,
65,18549,0.07609808444976807,
65,18599,0.11553972214460373,
65,18649,0.1103692352771759,
65,18699,0.15165334939956665,
65,18743,,0.3562241196632385
66,18749,0.1326657235622406,
66,18799,0.10525310039520264,
66,18849,0.11244387924671173,
66,18899,0.12350033968687057,
66,18949,0.12834429740905762,
66,18999,0.12605363130569458,
66,19027,,0.3615589439868927
67,19049,0.06844516843557358,
67,19099,0.14142678678035736,
67,19149,0.09737429022789001,
67,19199,0.09357205033302307,
67,19249,0.10450582951307297,
67,19299,0.1210683211684227,
67,19311,,0.3607345223426819
68,19349,0.1524101197719574,
68,19399,0.11701604723930359,
68,19449,0.13870292901992798,
68,19499,0.12887144088745117,
68,19549,0.0933416485786438,
68,19595,,0.3503120541572571
69,19599,0.06277331709861755,
69,19649,0.11873893439769745,
69,19699,0.13143889605998993,
69,19749,0.1422729194164276,
69,19799,0.35736680030822754,
69,19849,0.07922957837581635,
69,19879,,0.3551758825778961
70,19899,0.13769203424453735,
70,19949,0.1176934614777565,
70,19999,0.13612255454063416,
70,20049,0.12806116044521332,
70,20099,0.1476970762014389,
70,20149,0.24284391105175018,
70,20163,,0.3502882719039917
71,20199,0.19946742057800293,
71,20249,0.16825196146965027,
71,20299,0.14948052167892456,
71,20349,0.18376116454601288,
71,20399,0.07266562432050705,
71,20447,,0.35879185795783997
