epoch,step,train_loss,val_loss
0,49,0.9013379812240601,
0,99,0.5340725183486938,
0,149,0.9236868619918823,
0,199,0.634294867515564,
0,249,0.6510149240493774,
0,285,,0.48202016949653625
1,299,0.5411832928657532,
1,349,0.35286906361579895,
1,399,0.2868109941482544,
1,449,0.5416332483291626,
1,499,0.7503781318664551,
1,549,0.3601202964782715,
1,571,,0.4444892704486847
2,599,0.3133595585823059,
2,649,0.4964198172092438,
2,699,0.43644005060195923,
2,749,0.48587673902511597,
2,799,0.41450560092926025,
2,849,0.27929630875587463,
2,857,,0.40712970495224
3,899,0.48978912830352783,
3,949,0.3605334460735321,
3,999,0.3430725336074829,
3,1049,0.33779552578926086,
3,1099,1.0418555736541748,
3,1143,,0.40836280584335327
4,1149,0.44399160146713257,
4,1199,0.5307865142822266,
4,1249,0.32234472036361694,
4,1299,0.5369872450828552,
4,1349,0.4173782467842102,
4,1399,0.4352985620498657,
4,1429,,0.38798999786376953
5,1449,0.3699043393135071,
5,1499,0.2776844799518585,
5,1549,0.26451951265335083,
5,1599,0.19986173510551453,
5,1649,0.36184245347976685,
5,1699,0.3870287537574768,
5,1715,,0.38866111636161804
6,1749,0.31632280349731445,
6,1799,0.378242552280426,
6,1849,0.3712846040725708,
6,1899,0.30334770679473877,
6,1949,0.3742137849330902,
6,1999,0.39398378133773804,
6,2001,,0.35617607831954956
7,2049,0.24631914496421814,
7,2099,0.33806878328323364,
7,2149,0.25717392563819885,
7,2199,0.2931218445301056,
7,2249,0.5451993942260742,
7,2287,,0.3736569881439209
8,2299,0.40059521794319153,
8,2349,0.29630184173583984,
8,2399,0.5880635380744934,
8,2449,0.3026861548423767,
8,2499,0.4319549798965454,
8,2549,0.27255892753601074,
8,2573,,0.37669306993484497
9,2599,0.3033212721347809,
9,2649,0.24627655744552612,
9,2699,0.31554901599884033,
9,2749,0.4404750466346741,
9,2799,0.2029208391904831,
9,2849,0.5554726123809814,
9,2859,,0.38059887290000916
10,2899,0.309811532497406,
10,2949,0.270907461643219,
10,2999,0.43835997581481934,
10,3049,0.251911461353302,
10,3099,0.29735952615737915,
10,3145,,0.3586856722831726
11,3149,0.1953761875629425,
11,3199,0.24024930596351624,
11,3249,0.2639111876487732,
11,3299,0.24775080382823944,
11,3349,0.3090965747833252,
11,3399,0.12923534214496613,
11,3431,,0.3226985037326813
12,3449,0.2011779546737671,
12,3499,0.37109702825546265,
12,3549,0.18508896231651306,
12,3599,0.27448374032974243,
12,3649,0.2626962661743164,
12,3699,0.3116377592086792,
12,3717,,0.35231539607048035
13,3749,0.15249721705913544,
13,3799,0.22078029811382294,
13,3849,0.12582343816757202,
13,3899,0.383361279964447,
13,3949,0.2877393066883087,
13,3999,0.2876541018486023,
13,4003,,0.34267717599868774
14,4049,0.34470856189727783,
14,4099,0.17354470491409302,
14,4149,0.19147512316703796,
14,4199,0.20940658450126648,
14,4249,0.22803181409835815,
14,4289,,0.3209993541240692
15,4299,0.5352485179901123,
15,4349,0.2610301375389099,
15,4399,0.23411622643470764,
15,4449,0.24936729669570923,
15,4499,0.25406908988952637,
15,4549,0.21159696578979492,
15,4575,,0.3363765478134155
16,4599,0.22881239652633667,
16,4649,0.17861470580101013,
16,4699,0.2103024423122406,
16,4749,0.2564137279987335,
16,4799,0.19536583125591278,
16,4849,0.27061039209365845,
16,4861,,0.3318268954753876
17,4899,0.17618313431739807,
17,4949,0.16515201330184937,
17,4999,0.1649012267589569,
17,5049,0.17141060531139374,
17,5099,0.2716630697250366,
17,5147,,0.328808456659317
18,5149,0.2050890177488327,
18,5199,0.10712321102619171,
18,5249,0.21489694714546204,
18,5299,0.22961372137069702,
18,5349,0.28120243549346924,
18,5399,0.2177961766719818,
18,5433,,0.35359859466552734
19,5449,0.17939873039722443,
19,5499,0.18694603443145752,
19,5549,0.26343727111816406,
19,5599,0.2601153254508972,
19,5649,0.20909015834331512,
19,5699,0.17023426294326782,
19,5719,,0.31929174065589905
20,5749,0.1177053302526474,
20,5799,0.2757588028907776,
20,5849,0.13517479598522186,
20,5899,0.20788618922233582,
20,5949,0.17981645464897156,
20,5999,0.2449641227722168,
20,6005,,0.3105563521385193
21,6049,0.12261052429676056,
21,6099,0.28908851742744446,
21,6149,0.30086061358451843,
21,6199,0.15653374791145325,
21,6249,0.2888473570346832,
21,6291,,0.3181823790073395
22,6299,0.17345798015594482,
22,6349,0.1474248766899109,
22,6399,0.14244726300239563,
22,6449,0.240926131606102,
22,6499,0.16023001074790955,
22,6549,0.26377230882644653,
22,6577,,0.3214256167411804
23,6599,0.1756657063961029,
23,6649,0.25200212001800537,
23,6699,0.38393673300743103,
23,6749,0.14073535799980164,
23,6799,0.15162336826324463,
23,6849,0.16502919793128967,
23,6863,,0.3207411766052246
24,6899,0.11950988322496414,
24,6949,0.1364840567111969,
24,6999,0.09345264732837677,
24,7049,0.1979847550392151,
24,7099,0.22874949872493744,
24,7149,0.42290058732032776,
24,7149,,0.32178279757499695
25,7199,0.1809999793767929,
25,7249,0.1324455440044403,
25,7299,0.19924630224704742,
25,7349,0.24336764216423035,
25,7399,0.12150931358337402,
25,7435,,0.30690690875053406
26,7449,0.15003150701522827,
26,7499,0.1555611789226532,
26,7549,0.16939547657966614,
26,7599,0.12573572993278503,
26,7649,0.1446768343448639,
26,7699,0.14568045735359192,
26,7721,,0.30799636244773865
27,7749,0.10723043233156204,
27,7799,0.10936495661735535,
27,7849,0.08175202459096909,
27,7899,0.17854803800582886,
27,7949,0.3143947124481201,
27,7999,0.13588188588619232,
27,8007,,0.3081587851047516
28,8049,0.09046582132577896,
28,8099,0.20527225732803345,
28,8149,0.09897878766059875,
28,8199,0.17403516173362732,
28,8249,0.11942784488201141,
28,8293,,0.30848535895347595
29,8299,0.12306879460811615,
29,8349,0.1881263107061386,
29,8399,0.10309067368507385,
