,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
10,,,6347130,[],CHEMBL1827107,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells at 50 uM after 30 mins by photometric assay,B,,,BAO_0000201,BAO_0000219,cell-based format,CCCCCCNC(=O)NCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823505,,CHEMBL1852494,,0,http://qudt.org/vocab/unit#Percent,1454745,=,1,1,=,,Inhibition,%,,17.9,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,INH,%,UO_0000187,,17.9
11,,,6347133,[],CHEMBL1827107,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells at 50 uM after 30 mins by photometric assay,B,,,BAO_0000201,BAO_0000219,cell-based format,CCCCCCCCCCC#Cc1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823497,,CHEMBL1852520,,0,http://qudt.org/vocab/unit#Percent,1454737,=,1,1,=,,Inhibition,%,,26.2,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,INH,%,UO_0000187,,26.2
12,,,6347136,[],CHEMBL1827107,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells at 50 uM after 30 mins by photometric assay,B,,,BAO_0000201,BAO_0000219,cell-based format,CCCCCCCCCCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823496,,CHEMBL1852470,,0,http://qudt.org/vocab/unit#Percent,1454736,=,1,1,=,,Inhibition,%,,32.5,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,INH,%,UO_0000187,,32.5
13,,,6347137,[],CHEMBL1827107,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells at 50 uM after 30 mins by photometric assay,B,,,BAO_0000201,BAO_0000219,cell-based format,O=C(Cc1ccccc1)NCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823503,,CHEMBL1852421,,0,http://qudt.org/vocab/unit#Percent,1454743,=,1,1,=,,Inhibition,%,,32.7,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,INH,%,UO_0000187,,32.7
14,,,6347141,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C/C=C/c1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823493,,CHEMBL1852417,,0,http://www.openphacts.org/units/Nanomolar,1454733,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
15,,,6347142,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)cc1-c1ccc(F)cc1.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823494,,CHEMBL1852506,,0,http://www.openphacts.org/units/Nanomolar,1454734,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
16,,,6347143,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(-c2cn([C@H]3C[C@H](O)[C@@H](COP(=O)([O-])[O-])O3)c(=O)[nH]c2=O)c1.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823495,,CHEMBL1852521,,0,http://www.openphacts.org/units/Nanomolar,1454735,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
17,,,6347144,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823496,,CHEMBL1852470,,0,http://www.openphacts.org/units/Nanomolar,1454736,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
18,,,6347145,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCC#Cc1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823497,,CHEMBL1852520,,0,http://www.openphacts.org/units/Nanomolar,1454737,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
19,,,6347146,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCNC(=O)CCCCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823498,,CHEMBL1852616,,0,http://www.openphacts.org/units/Nanomolar,1454738,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
20,,,6347147,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCNC(=O)CCCCC#Cc1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823499,,CHEMBL1852479,,0,http://www.openphacts.org/units/Nanomolar,1454739,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
21,,,6347148,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCC(=O)NCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823500,,CHEMBL1852497,,0,http://www.openphacts.org/units/Nanomolar,1454740,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
22,,,6347149,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)NCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823501,,CHEMBL1852589,,0,http://www.openphacts.org/units/Nanomolar,1454741,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
23,,,6347150,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCC(=O)NCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823502,,CHEMBL1852624,,0,http://www.openphacts.org/units/Nanomolar,1454742,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
24,,,6347151,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(Cc1ccccc1)NCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823503,,CHEMBL1852421,,0,http://www.openphacts.org/units/Nanomolar,1454743,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
25,,,6347152,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCS(=O)(=O)NCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823504,,CHEMBL1852518,,0,http://www.openphacts.org/units/Nanomolar,1454744,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
26,,,6347153,[],CHEMBL1827109,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells after 30 mins by photometric assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCNC(=O)NCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823505,,CHEMBL1852494,,0,http://www.openphacts.org/units/Nanomolar,1454745,>,1,1,>,,IC50,nM,,50000.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,IC50,uM,UO_0000065,,50.0
27,,,6347165,[],CHEMBL1827107,Inhibition of Mycobacterium tuberculosis His-tagged ThyA-mediated dTMP synthesis expressed in BL21 (DE3) Escherichia coli RbCl cells at 50 uM after 30 mins by photometric assay,B,,,BAO_0000201,BAO_0000219,cell-based format,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)cc1F.[Na+].[Na+],,,CHEMBL1821613,J Med Chem,2011,,CHEMBL1823492,,CHEMBL886,,0,http://qudt.org/vocab/unit#Percent,1454732,=,1,1,=,,Inhibition,%,,100.0,CHEMBL1795162,Mycobacterium tuberculosis,Thymidylate synthase,1773,,,INH,%,UO_0000187,,100.0
